7;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;CABUR SRL;10;MM;CBR;CABUR SRL;https://1drv.ms/x/s!AvjD8meJH0vAnVeODsHS6waSYx59?e=Uj4q8H;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_CBR;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Alta;Comparin Alessandro;75%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_CBR;OK;OK;OK;;Alimentatori_MM_MM;;OK;
8;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;WEIDMULLER;10;MM;WEI;WEIDMULLER;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_WEI;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Alta;Comparin Alessandro;75%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_WEI;OK;OK;OK;;Alimentatori_MM_MM;;OK;
9;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;OMRON;10;MM;OMR;OMRON;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_OMR;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Alta;Comparin Alessandro;75%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_OMR;OK;OK;OK;;Alimentatori_MM_MM;;OK;
10;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;PHOENIX CONTACT;10;MM;PHC;PHOENIX CONTACT;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_PHC;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Alta;Comparin Alessandro;75%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_PHC;OK;OK;OK;;Alimentatori_MM_MM;;OK;
11;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;SIEMENS;10;MM;SIE;SIEMENS;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_SIE;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Alta;Comparin Alessandro;75%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_SIE;OK;OK;OK;;Alimentatori_MM_MM;;OK;
12;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;SCHNEIDER ELECTRIC;10;MM;SNR;SCHNEIDER ELECTRIC;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_SNR;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Alta;Comparin Alessandro;25%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_SNR;OK;OK;OK;;Alimentatori_MM_MM;;OK;
13;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;MICROSET INT. SRL;10;MM;MCE;MICROSET INT. SRL;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_MCE;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Alta;Comparin Alessandro;25%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_MCE;OK;OK;OK;;Alimentatori_MM_MM;;OK;
14;01;Elettronica Interno Quadro;01;Alimentatori;01;Alimentatori;01;MM;***;10;MM;***;***;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_***;Alimentatori_MM_MM;Alimentatori - Switching - Switch;Bassa;Comparin Alessandro;0%;;;01_01_01_01_10;Alimentatori_MM_MM;Alimentatori_MM_***;OK;OK;OK;;Alimentatori_MM_MM;;OK;
15;01;Elettronica Interno Quadro;02;Automazione;01;Micro PLC;01;SIE;SIEMENS;10;Logo;Logo-BA8;Logo BA8;https://1drv.ms/x/s!AvjD8meJH0vAnVkqn7a8YLLzngEY?e=epgqPc;01_02_01_01_10;Micro PLC_SIE_Logo;Micro PLC_SIE_Logo-BA8;Micro PLC_SIE_Logo;Micro PLC - Modulo logico -  Logo - Scheda Logica;Alta;Not Ermanno;100%;;;01_02_01_01_10;Micro PLC_SIE_Logo;Micro PLC_SIE_Logo-BA8;OK;OK;OK;;Micro PLC_SIE_Logo;;OK;
16;01;Elettronica Interno Quadro;02;Automazione;01;Micro PLC;02;SNR;SCHNEIDER ELECTRIC;20;Zelio;Zelio;Zelio;;01_02_01_02_20;Micro PLC_SNR_Zelio;Micro PLC_SNR_Zelio;Micro PLC_SNR_Zelio;Micro PLC - Modulo logico -  Zelio - ;Bassa;Not Ermanno;0%;;;01_02_01_02_20;Micro PLC_SNR_Zelio;Micro PLC_SNR_Zelio;OK;OK;OK;;Micro PLC_SNR_Zelio;;OK;
17;01;Elettronica Interno Quadro;02;Automazione;01;Micro PLC;03;CRO;CROUZET;30;Millennium;Millennium;Millennium;;01_02_01_03_30;Micro PLC_CRO_Millennium;Micro PLC_CRO_Millennium;Micro PLC_CRO_Millennium;Micro PLC - Modulo logico -  Millennium - ;Bassa;Not Ermanno;0%;;;01_02_01_03_30;Micro PLC_CRO_Millennium;Micro PLC_CRO_Millennium;OK;OK;OK;;Micro PLC_CRO_Millennium;;OK;
18;01;Elettronica Interno Quadro;02;Automazione;01;Micro PLC;04;***;***;40;***;***;***;;01_02_01_04_40;Micro PLC_***_***;Micro PLC_***_***;Micro PLC_***_***;Micro PLC - Modulo logico -  ;Bassa;Not Ermanno;0%;;;01_02_01_04_40;Micro PLC_***_***;Micro PLC_***_***;OK;OK;OK;;Micro PLC_***_***;;OK;
19;01;Elettronica Interno Quadro;02;Automazione;02;PLC;01;SIE;SIEMENS;10;S7-1200;S7-1200;SIEMENS;https://1drv.ms/x/s!AvjD8meJH0vAnVjk5ANpW6Y7AW4T?e=aPzcL3;01_02_02_01_10;PLC_SIE_S7-1200;PLC_SIE_S7-1200;PLC_SIE_S7-1200;PLC - S7 1200 - ;Alta;Not Ermanno;100%;;;01_02_02_01_10;PLC_SIE_S7-1200;PLC_SIE_S7-1200;OK;OK;OK;;PLC_SIE_S7-1200;;OK;
20;01;Elettronica Interno Quadro;02;Automazione;02;PLC;01;SIE;SIEMENS;20;S7-1500;S7-1500;SIEMENS;;01_02_02_01_20;PLC_SIE_S7-1500;PLC_SIE_S7-1500;PLC_SIE_S7-1500;PLC - S7 1200 - S7 1500;bassa;Not Ermanno;0%;;;01_02_02_01_20;PLC_SIE_S7-1500;PLC_SIE_S7-1500;OK;OK;OK;;PLC_SIE_S7-1500;;OK;
21;01;Elettronica Interno Quadro;02;Automazione;02;PLC;02;SNR;SCHNEIDER ELECTRIC;30;SNR;SNR;SCHNEIDER ELECTRIC;;01_02_02_02_30;PLC_SNR_SNR;PLC_SNR_SNR;PLC_SNR_SNR;;Bassa;Not Ermanno;0%;;;01_02_02_02_30;PLC_SNR_SNR;PLC_SNR_SNR;OK;OK;OK;;PLC_SNR_SNR;;OK;
22;01;Elettronica Interno Quadro;02;Automazione;02;PLC;03;OMR;OMRON;40;OMR;OMR;OMRON;;01_02_02_03_40;PLC_OMR_OMR;PLC_OMR_OMR;PLC_OMR_OMR;;Bassa;Not Ermanno;0%;;;01_02_02_03_40;PLC_OMR_OMR;PLC_OMR_OMR;OK;OK;OK;;PLC_OMR_OMR;;OK;
23;01;Elettronica Interno Quadro;02;Automazione;02;PLC;04;TNB;TECNO BI SRL;50;TNB;TNB;TECNO BI SRL;;01_02_02_04_50;PLC_TNB_TNB;PLC_TNB_TNB;PLC_TNB_TNB;;Bassa;Not Ermanno;0%;;;01_02_02_04_50;PLC_TNB_TNB;PLC_TNB_TNB;OK;OK;OK;;PLC_TNB_TNB;;OK;
24;01;Elettronica Interno Quadro;02;Automazione;02;PLC;05;***;***;60;***;***;***;;01_02_02_05_60;PLC_***_***;PLC_***_***;PLC_***_***;;Bassa;Not Ermanno;0%;;;01_02_02_05_60;PLC_***_***;PLC_***_***;OK;OK;OK;;PLC_***_***;;OK;
25;01;Elettronica Interno Quadro;02;Automazione;03;HMI;01;TNB;TECNO BI SRL;10;TNB;TNB;TECNO BI SRL;;01_02_03_01_10;HMI_TNB_TNB;HMI_TNB_TNB;HMI_TNB_TNB;HMI - Pannello Operatore - Touch Sceen - ;Media;Not Ermanno;0%;;;01_02_03_01_10;HMI_TNB_TNB;HMI_TNB_TNB;OK;OK;OK;;HMI_TNB_TNB;;OK;
26;01;Elettronica Interno Quadro;02;Automazione;03;HMI;02;SIE;SIEMENS;20;SIE;SIE;SIEMENS;;01_02_03_02_20;HMI_SIE_SIE;HMI_SIE_SIE;HMI_SIE_SIE;HMI - Pannello Operatore - Touch Sceen - ;Media;Not Ermanno;0%;;;01_02_03_02_20;HMI_SIE_SIE;HMI_SIE_SIE;OK;OK;OK;;HMI_SIE_SIE;;OK;
